Name,Platform,Year,Genre,Publisher
World Class Track Meet,NES,1986,Sports,Namco Bandai Games
Donkey Kong,GB,1994,Platform,Nintendo
The Sims: Vacation,PC,2002,Simulation,Electronic Arts
LEGO Batman: The Videogame,Wii,N/A,Action,Warner Bros. Interactive Entertainment
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo
The Sims 4,PC,2014,Simulation,Electronic Arts
Borderlands 2,X360,2012,Shooter,Take-Two Interactive
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment
Kung Fu Panda,X360,2008,Action,Activision
Mass Effect 3,X360,2012,Role-Playing,Electronic Arts
Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment
Rayman,PS,1995,Platform,Ubisoft
Saints Row 2,X360,2008,Action,THQ
Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo
WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ
FIFA 14,PS4,2013,Sports,Electronic Arts
Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment
Far Cry 3,X360,2012,Shooter,Ubisoft
Epic Mickey,Wii,2010,Platform,Disney Interactive Studios
NBA 2K13,X360,2012,Sports,Take-Two Interactive
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari
wwe Smackdown vs. Raw 2006,PS2,N/A,Fighting,N/A
Star Fox,SNES,1993,Shooter,Nintendo
The Sims: Livin Large,PC,2000,Misc,Electronic Arts
World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment
Devil May Cry,PS2,2001,Action,Capcom
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts
Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment
Sonic Heroes,PS2,2003,Platform,Sega
Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive
Titanfall,XOne,2014,Shooter,Electronic Arts
Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts
Wave Race 64,N64,1996,Racing,Nintendo
SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment
WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ
Pac-Man Collection,GBA,2001,Puzzle,Atari
Street Fighter IV,X360,2009,Fighting,Capcom
inFAMOUS,PS3,2009,Action,Sony Computer Entertainment
Kirby Super Star Ultra,DS,2008,Platform,Nintendo
Call of Duty: Ghosts,XOne,2013,Shooter,Activision
FIFA 15,X360,2014,Sports,Electronic Arts
Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo
Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios
Sonic Mega Collection Plus,PS2,2004,Misc,Sega
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment
Sega Superstars Tennis,X360,2008,Sports,Sega
Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment
Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games
Call of Duty: Finest Hour,PS2,2004,Shooter,Activision
WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo
Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment
Imagine: Babyz,DS,2007,Simulation,Ubisoft
Colin McRae Rally,PS,1998,Racing,Codemasters
Madden NFL 13,X360,2012,Sports,Electronic Arts
The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft
Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft
Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive
F-Zero,SNES,1990,Racing,Nintendo
Yoshi's Story,N64,1997,Platform,Nintendo
Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment
Madden NFL 10,X360,2009,Sports,Electronic Arts
WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ
BioShock,X360,2007,Shooter,Take-Two Interactive
Metroid Prime,GC,2002,Shooter,Nintendo
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft
Finding Nemo,GBA,2003,Action,THQ
Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment
Myst,PC,1994,Adventure,Red Orb
Medal of Honor,PS3,2010,Shooter,Electronic Arts
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts
Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ
Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment
A Bug's Life,PS,1998,Platform,Sony Computer Entertainment
WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ
inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation
Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive
Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo
NBA Street,PS2,2001,Sports,Electronic Arts
Jak II,PS2,2003,Platform,Sony Computer Entertainment
Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision
Battlefield 3,PC,2011,Shooter,Electronic Arts
Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment
The Sims,PS2,2003,Simulation,Electronic Arts
Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment
Star Wars: The Force Unleashed,X360,2008,Action,LucasArts
Minecraft,XOne,2014,Misc,Microsoft Game Studios
Yoshi's Island DS,DS,2006,Platform,Nintendo
Saints Row: The Third,X360,2011,Action,THQ
Missile Command,2600,1980,Shooter,Atari
Mario Paint,SNES,1992,Misc,Nintendo
Tekken 6,PS3,2009,Fighting,Namco Bandai Games
Pokémon Stadium 2,N64,2000,Strategy,Nintendo
Metroid,NES,1986,Action,Nintendo
Sonic and the Secret Rings,Wii,2007,Platform,Sega
FIFA 16,PS3,2015,Sports,Electronic Arts
The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo
Onimusha: Warlords,PS2,2001,Action,Virgin Interactive
Mario Party,N64,1998,Misc,Nintendo
L.A. Noire,X360,2011,Adventure,Take-Two Interactive
Call of Duty 3,X360,2006,Shooter,Activision
Madden NFL 12,X360,2011,Sports,Electronic Arts
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts
Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment
Madden NFL 11,X360,2010,Sports,Electronic Arts
Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision
Medal of Honor,PS,1998,Shooter,Electronic Arts
Fable,XB,2004,Role-Playing,Microsoft Game Studios
Guitar Hero: World Tour,X360,2008,Misc,Activision
FIFA 17,XOne,2016,Sports,Electronic Arts
Hannah Montana,DS,2006,Action,Disney Interactive Studios
Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts
Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo
Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts
Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix
Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive
Skate 3,X360,2010,Sports,Electronic Arts
ESPN NFL 2K5,PS2,2004,Sports,Sega
Halo Wars,X360,2009,Strategy,Microsoft Game Studios
NBA 2K12,X360,2011,Sports,Take-Two Interactive
Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment
FIFA Soccer 10,X360,2009,Sports,Electronic Arts
Medal of Honor,X360,2010,Shooter,Electronic Arts
Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts
Streets of Rage,GEN,1990,Action,Sega
God of War Collection,PS3,2009,Action,Sony Computer Entertainment
NBA Live 2005,PS2,2004,Sports,Electronic Arts
Mario Strikers Charged,Wii,2007,Sports,Nintendo
FIFA Soccer 09,PS3,2008,Sports,Electronic Arts
Style Savvy,DS,2008,Simulation,Nintendo
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ
LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment
Madden NFL 08,PS2,2007,Sports,Electronic Arts
Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo
Sonic Adventure 2 Battle,GC,2001,Platform,Sega
Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation
Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive
Madden NFL 13,PS3,2012,Sports,Electronic Arts
Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo
LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment
Madden NFL 09,X360,2008,Sports,Electronic Arts
Space Invaders,2600,N/A,Shooter,Atari
Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment
Art Academy,DS,2010,Misc,Nintendo
NBA 2K14,X360,2013,Sports,Take-Two Interactive
Perfect Dark,N64,2000,Action,Nintendo
Skylanders Giants,Wii,2012,Action,Activision
Dragon Warrior,NES,1986,Role-Playing,Capcom
Deca Sports,Wii,2008,Sports,Konami Digital Entertainment
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment
Mario Party 2,N64,1999,Misc,Nintendo
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games
Game Party,Wii,2007,Misc,Midway Games
Bloodborne,PS4,2015,Action,Sony Computer Entertainment
Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive
Mario Party 4,GC,2002,Misc,Nintendo
Pure,X360,2008,Racing,Disney Interactive Studios
Rock Band,X360,N/A,Misc,Electronic Arts
NBA 2K13,PS3,2012,Sports,Take-Two Interactive
Saints Row: The Third,PS3,2011,Action,THQ
Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment
NBA 2K15,PS4,2014,Sports,Take-Two Interactive
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft
Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft
Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive
Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment
The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts
Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb
LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment
Need for Speed (2015),PS4,2015,Racing,Electronic Arts
Call of Duty: Infinite Warfare,XOne,2016,Shooter,Activision
Madden NFL 16,XOne,2015,Sports,Electronic Arts
Ice Hockey,NES,1988,Sports,Nintendo
Sonic Adventure,DC,1998,Platform,Sega
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft
uDraw Studio,Wii,2010,Misc,THQ
Tomb Raider (2013),PS3,2013,Action,Square Enix
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari
pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment
ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment
Dino Crisis,PS,1998,Action,Capcom
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts
Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios
Tetris Plus,PS,1996,Puzzle,JVC
Pro Wrestling,NES,1987,Fighting,Nintendo
Theme Hospital,PC,1997,Strategy,Electronic Arts
Frogger's Adventures: Temple of the Frog,GBA,N/A,Adventure,Konami Digital Entertainment
Monopoly,PC,1994,Misc,Hasbro Interactive
,GEN,1993,,Acclaim Entertainment
Guitar Hero,PS2,2005,Misc,RedOctane
Madden NFL 11,PS3,2010,Sports,Electronic Arts
WCW/nWo Revenge,N64,1998,Fighting,THQ
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment
Dead Island,X360,2011,Action,Deep Silver
Half-Life 2,PC,2004,Shooter,Vivendi Games
The Incredibles,PS2,2004,Action,THQ
Madden NFL 08,X360,2007,Sports,Electronic Arts
Tony Hawk's Underground 2,PS2,2004,Sports,Activision
Zumba Fitness,X360,2010,Sports,505 Games
Madden NFL 10,PS3,2009,Sports,Electronic Arts
Kirby's Dream Land 2,GB,1995,Platform,Nintendo
Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive
Donkey Kong Land II,GB,1996,Platform,Nintendo
Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive
Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo
LEGO Indiana Jones: The Original Adventures,Wii,N/A,Action,LucasArts
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom
NBA 2K16,XOne,2015,Sports,Take-Two Interactive
Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios
My Fitness Coach,Wii,2008,Sports,Ubisoft
Mario Tennis,N64,2000,Sports,Nintendo
Grand Theft Auto,PS,1997,Action,Take-Two Interactive
James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft
Guild Wars 2,PC,2012,Action,NCSoft
Cool Boarders 3,PS,1998,Sports,989 Studios
Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo
WarioWare Touched!,DS,2004,Puzzle,Nintendo
Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment
Tomb Raider II,PC,1997,Action,Eidos Interactive
Yokai Watch Busters,3DS,2015,Action,Level 5
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts
Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment
Mario Bros.,NES,1983,Platform,Nintendo
FIFA Soccer 09,PS2,2008,Sports,Electronic Arts
LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment
The Sims 3,X360,2010,Simulation,Electronic Arts
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo
TOCA Touring Car Championship,PS,1997,Racing,Codemasters
Dead Island,PS3,2011,Action,Deep Silver
Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo
Wario Land 4,GBA,2001,Platform,Nintendo
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega
Far Cry: Primal,PS4,2016,Action,Ubisoft
Battlefield 1,XOne,2016,Shooter,Electronic Arts
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,Capcom
Cool Boarders 2,PS,1997,Sports,UEP Systems
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo
Madden NFL 12,PS3,2011,Sports,Electronic Arts
God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment
Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision
Sonic Advance,GBA,2001,Platform,Sega
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega
Just Dance Kids,Wii,2010,Misc,Ubisoft
Call of Duty 3,Wii,N/A,Shooter,Activision
New Super Luigi U,WiiU,2013,Platform,Nintendo
Assassin's Creed IV: Black Flag,XOne,2013,Action,Ubisoft
Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games
Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix
Madden NFL 25,X360,2013,Sports,Electronic Arts
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment
Dance Dance Revolution X2,PS2,2009,Simulation,Konami Digital Entertainment
Borderlands 2,PS3,2012,Shooter,Take-Two Interactive
Prince of Persia: The Sands of Time,PS2,2003,Action,Ubisoft
Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo
LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment
The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo
Resident Evil 4,Wii,2007,Action,Capcom
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft
Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,Capcom
Frogger,2600,1981,Action,Parker Bros.
Guitar Hero II,X360,2007,Misc,Activision
Forza Motorsport 5,XOne,2013,Racing,Microsoft Game Studios
Rock Band 2,X360,2008,Misc,Electronic Arts
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games
Wario Land 3,GB,2000,Platform,Nintendo
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision
BioShock 2,X360,2010,Shooter,Take-Two Interactive
High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision
Kirby's Pinball Land,GB,1992,Misc,Nintendo
Donkey Kong Country,GB,2000,Platform,Nintendo
Madden NFL 15,PS4,2014,Sports,Electronic Arts
Pro Evolution Soccer 2012,PS3,2011,Action,Konami Digital Entertainment
Saints Row,X360,2006,Action,THQ
Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment
ATV Offroad Fury 2,PS2,2002,Racing,THQ
FIFA 15,XOne,2014,Sports,Electronic Arts
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo
Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo
Tennis,NES,1984,Sports,Nintendo
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft
Final Fantasy XIII,X360,2010,Role-Playing,Square Enix
The Sims: House Party,PC,2001,Simulation,Electronic Arts
Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment
Sonic Unleashed,Wii,2008,Platform,Sega
Syphon Filter 2,PS,2000,Shooter,Sony Computer Entertainment
Pokemon Ranger,DS,2006,Role-Playing,Nintendo
Volleyball,NES,1987,Sports,Nintendo
Skylanders SWAP Force,Wii,2013,Platform,Activision
Overwatch,PS4,2016,Shooter,Activision
Hitman: Absolution,PS3,2012,Action,Square Enix
SimCity 2000,PC,1992,Simulation,Maxis
R.C. Pro-Am,NES,1988,Racing,Nintendo
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo
Mahjong,NES,1983,Misc,Nintendo
Demon Attack,2600,1981,Shooter,Imagic
Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision
Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft
Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios
Golf,GB,1989,Sports,Nintendo
NBA 2K12,PS3,2011,Sports,Take-Two Interactive
Tony Hawk's Pro Skater,N64,2000,Sports,Activision
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,Konami Digital Entertainment
Dynasty Warriors 4,PS2,2003,Action,Tecmo Koei
NBA 2K14,PS3,2013,Sports,Take-Two Interactive
Parasite Eve,PS,1998,Role-Playing,SquareSoft
Tetris DS,DS,2006,Puzzle,Nintendo
Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,THQ
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts
Mortal Kombat,X360,2011,Fighting,Warner Bros. Interactive Entertainment
Borderlands,PS3,2009,Shooter,Take-Two Interactive
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,Capcom
Derby Stallion,PS,1997,Sports,ASCII Entertainment
NBA 2K11,X360,2010,Action,Take-Two Interactive
Finding Nemo,PS2,2003,Action,THQ
Dying Light,PS4,2015,Action,Warner Bros. Interactive Entertainment
Yokai Watch,3DS,2013,Role-Playing,Nintendo
Dead Rising,X360,2006,Action,Capcom
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision
Tetris Worlds,PS2,2002,Puzzle,THQ
Final Fantasy III,DS,2006,Role-Playing,Square Enix
Sim Theme Park,PC,1998,Strategy,Electronic Arts
Mario Party 5,GC,2003,Misc,Nintendo
Rock Band,Wii,N/A,Misc,MTV Games
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo
Portal 2,X360,2011,Shooter,Valve Software
Mario Sports Mix,Wii,2010,Sports,Nintendo
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts
Spec Ops: Airborne Commando,PS,2002,Shooter,Take-Two Interactive
The Sims 2: Pets,DS,2006,Simulation,Electronic Arts
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment
DriveClub,PS4,2014,Racing,Sony Computer Entertainment
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment
UFC 2009 Undisputed,X360,2009,Fighting,THQ
Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment
Kirby's Epic Yarn,Wii,2010,Platform,Nintendo
Wipeout: The Game,Wii,2009,Misc,Mindscape
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo
The Incredibles,GBA,2004,Action,THQ
R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft
SoulCalibur II,PS2,2003,Fighting,Namco Bandai Games
