Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Sports,"0,29","0,20","2,13","0,18","2,79"
Platform,"1,96","0,72","0,00","0,11","2,79"
Fighting,"1,19","1,15","0,04","0,41","2,79"
Action,"1,28","0,98","0,07","0,46","2,79"
Role-Playing,"0,00","0,00","2,78","0,01","2,79"
Fighting,"1,98","0,70","0,00","0,11","2,79"
Role-Playing,"0,46","0,29","1,96","0,07","2,79"
Sports,"2,19","0,22","0,00","0,38","2,79"
Platform,"1,68","0,74","0,00","0,36","2,78"
Platform,"1,44","0,83","0,26","0,25","2,78"
Racing,"1,05","1,23","0,03","0,47","2,78"
Action,"1,35","1,13","0,00","0,30","2,78"
Shooter,"0,89","1,43","0,00","0,46","2,78"
Fighting,"1,50","0,80","0,00","0,48","2,78"
Simulation,"1,41","1,12","0,00","0,24","2,77"
Shooter,"1,45","0,86","0,09","0,38","2,77"
Action,"1,74","0,77","0,00","0,26","2,77"
Misc,"1,61","0,90","0,00","0,25","2,76"
Platform,"1,45","0,07","1,10","0,15","2,76"
Action,"1,25","1,14","0,07","0,30","2,76"
Shooter,"2,56","0,17","0,00","0,03","2,76"
Misc,"1,43","0,54","0,71","0,07","2,75"
Fighting,"1,20","0,97","0,17","0,42","2,75"
Strategy,"1,02","0,36","1,13","0,23","2,73"
Action,"1,33","0,31","1,04","0,05","2,73"
Platform,"1,21","1,19","0,04","0,29","2,73"
Sports,"0,41","1,84","0,05","0,40","2,71"
Action,"1,75","0,52","0,33","0,10","2,70"
Action,"0,99","0,48","1,09","0,14","2,70"
Misc,"1,25","0,53","0,87","0,05","2,70"
Adventure,"1,52","0,92","0,02","0,24","2,70"
Shooter,"1,49","0,92","0,02","0,27","2,70"
Sports,"2,42","0,11","0,00","0,16","2,69"
Action,"1,85","0,64","0,01","0,19","2,69"
Shooter,"0,89","1,33","0,08","0,39","2,69"
Sports,"2,38","0,12","0,00","0,18","2,69"
Racing,"1,23","1,11","0,00","0,34","2,68"
Role-Playing,"0,00","0,00","2,68","0,00","2,68"
Fighting,"1,95","0,63","0,00","0,09","2,67"
Puzzle,"1,63","0,51","0,35","0,18","2,67"
Puzzle,"0,28","1,39","0,68","0,32","2,67"
Shooter,"1,48","0,92","0,01","0,26","2,67"
Shooter,"1,44","1,09","0,00","0,14","2,67"
Role-Playing,"1,99","0,58","0,00","0,09","2,66"
Misc,"1,78","0,63","0,00","0,25","2,66"
Sports,"0,43","2,05","0,00","0,17","2,65"
Action,"1,59","0,80","0,00","0,26","2,65"
Action,"1,15","1,11","0,00","0,40","2,65"
Platform,"0,00","0,00","2,65","0,00","2,65"
Racing,"0,69","1,40","0,04","0,52","2,65"
Action,"2,00","0,50","0,12","0,03","2,65"
Shooter,"0,86","1,11","0,01","0,66","2,65"
Role-Playing,"0,78","0,73","0,89","0,23","2,63"
Racing,"2,00","0,47","0,02","0,14","2,63"
Sports,"1,47","0,93","0,00","0,24","2,63"
Sports,"2,15","0,12","0,00","0,36","2,62"
Strategy,"1,54","0,80","0,04","0,24","2,62"
Sports,"2,31","0,14","0,01","0,16","2,62"
Fighting,"0,76","1,09","0,12","0,64","2,62"
Sports,"0,59","1,79","0,01","0,23","2,62"
Shooter,"1,56","0,80","0,04","0,21","2,61"
Action,"0,90","1,22","0,04","0,44","2,61"
Action,"1,86","0,55","0,11","0,08","2,60"
Action,"1,70","0,44","0,06","0,40","2,60"
Sports,"2,03","0,21","0,00","0,35","2,59"
Sports,"1,05","1,05","0,24","0,24","2,58"
Sports,"0,48","1,63","0,04","0,43","2,58"
Simulation,"0,62","0,82","0,96","0,18","2,58"
Fighting,"1,40","0,88","0,03","0,26","2,58"
Action,"1,53","0,81","0,00","0,24","2,57"
Platform,"1,31","0,74","0,31","0,22","2,57"
Sports,"2,14","0,08","0,00","0,35","2,57"
Role-Playing,"0,37","0,27","1,75","0,18","2,57"
Platform,"0,93","1,10","0,08","0,45","2,56"
Platform,"0,99","0,52","0,92","0,14","2,56"
Platform,"1,70","0,59","0,21","0,07","2,56"
Role-Playing,"0,15","0,00","2,41","0,00","2,56"
Action,"1,04","1,22","0,03","0,27","2,56"
Sports,"2,11","0,22","0,00","0,23","2,56"
Role-Playing,"1,76","0,55","0,03","0,22","2,56"
Role-Playing,"1,21","0,57","0,70","0,07","2,54"
Platform,"0,64","1,22","0,01","0,67","2,54"
Sports,"2,21","0,12","0,00","0,20","2,53"
Shooter,"2,36","0,14","0,00","0,03","2,53"
Racing,"1,13","1,12","0,06","0,22","2,52"
Misc,"0,26","1,65","0,33","0,28","2,52"
Sports,"2,10","0,19","0,00","0,23","2,52"
Action,"1,55","0,75","0,16","0,06","2,52"
Action,"1,48","0,83","0,00","0,21","2,52"
Role-Playing,"0,49","0,00","0,52","1,51","2,52"
Sports,"1,11","0,85","0,29","0,25","2,50"
Sports,"0,13","0,07","0,26","2,05","2,50"
Misc,"1,28","0,14","1,08","0,01","2,50"
Role-Playing,"2,29","0,02","0,00","0,19","2,50"
Action,"1,84","0,56","0,00","0,09","2,49"
Fighting,"1,81","0,52","0,00","0,15","2,49"
Misc,"1,47","0,77","0,00","0,24","2,48"
Action,"1,03","0,81","0,26","0,38","2,48"
Action,"1,15","1,14","0,06","0,13","2,48"
Misc,"1,13","0,36","0,92","0,07","2,47"
Racing,"1,38","0,84","0,00","0,25","2,47"
Misc,"1,93","0,33","0,00","0,21","2,47"
Sports,"1,73","0,43","0,05","0,27","2,47"
Action,"0,86","1,04","0,18","0,38","2,47"
Shooter,"1,15","0,84","0,10","0,38","2,46"
Sports,"1,47","0,54","0,01","0,43","2,45"
Role-Playing,"0,00","0,00","2,43","0,02","2,45"
Role-Playing,"0,93","0,12","1,34","0,06","2,45"
Racing,"1,56","0,53","0,05","0,31","2,45"
Racing,"2,12","0,25","0,00","0,07","2,44"
Simulation,"1,07","1,19","0,00","0,18","2,43"
Adventure,"1,52","0,82","0,00","0,10","2,43"
Action,"1,28","0,93","0,00","0,22","2,43"
Racing,"0,50","1,50","0,05","0,37","2,43"
Shooter,"1,46","0,74","0,00","0,22","2,42"
Sports,"2,08","0,08","0,00","0,26","2,42"
Sports,"1,27","0,32","0,78","0,05","2,42"
Platform,"1,26","0,61","0,46","0,08","2,42"
Shooter,"1,56","0,60","0,02","0,23","2,42"
Misc,"1,65","0,57","0,00","0,20","2,42"
Action,"0,60","1,26","0,08","0,48","2,42"
Racing,"0,87","0,97","0,00","0,58","2,42"
Fighting,"1,63","0,22","0,51","0,06","2,41"
Sports,"0,29","1,17","0,54","0,41","2,41"
Racing,"2,07","0,26","0,00","0,08","2,41"
Action,"0,81","0,76","0,70","0,14","2,41"
Racing,"0,69","0,00","0,04","1,68","2,41"
Shooter,"1,44","0,70","0,04","0,22","2,40"
Puzzle,"2,10","0,24","0,00","0,07","2,40"
Fighting,"0,77","0,18","1,42","0,03","2,40"
Strategy,"2,30","0,10","0,00","0,00","2,40"
Adventure,"2,15","0,18","0,00","0,07","2,39"
Misc,"1,49","0,81","0,00","0,10","2,39"
,"1,78","0,53","0,00","0,08","2,39"
Misc,"1,67","0,61","0,03","0,07","2,38"
Sports,"2,04","0,15","0,00","0,20","2,38"
Fighting,"1,94","0,39","0,03","0,02","2,38"
Misc,"1,16","0,91","0,00","0,30","2,38"
Action,"1,48","0,69","0,00","0,20","2,37"
Shooter,"2,28","0,02","0,08","0,00","2,37"
Action,"0,96","1,08","0,04","0,30","2,37"
Sports,"2,18","0,01","0,00","0,18","2,37"
Sports,"1,25","0,86","0,01","0,26","2,37"
Sports,"1,74","0,45","0,00","0,18","2,37"
Sports,"2,03","0,13","0,00","0,21","2,37"
Platform,"0,69","0,14","1,48","0,05","2,36"
Racing,"1,68","0,45","0,01","0,21","2,35"
Platform,"1,39","0,48","0,40","0,08","2,35"
Role-Playing,"0,00","0,00","2,34","0,01","2,35"
Misc,"1,73","0,43","0,02","0,17","2,35"
Fighting,"0,92","0,00","0,01","1,41","2,34"
Action,"1,15","0,55","0,47","0,17","2,34"
Action,"1,51","0,61","0,00","0,21","2,34"
Action,"1,08","0,70","0,34","0,21","2,34"
Sports,"1,95","0,15","0,00","0,24","2,34"
Sports,"1,38","0,72","0,02","0,22","2,34"
Sports,"1,18","0,90","0,00","0,24","2,32"
Sports,"0,78","0,40","1,06","0,07","2,32"
Action,"0,79","1,35","0,04","0,14","2,32"
Shooter,"0,85","1,06","0,09","0,32","2,31"
Racing,"1,58","0,64","0,00","0,09","2,31"
Role-Playing,"0,28","0,00","2,02","0,01","2,31"
Action,"0,96","1,07","0,00","0,27","2,31"
Sports,"1,65","0,46","0,10","0,10","2,31"
Role-Playing,"1,12","0,41","0,64","0,14","2,30"
Puzzle,"0,51","0,45","1,21","0,13","2,30"
Action,"1,07","0,80","0,04","0,38","2,29"
Action,"0,91","1,25","0,00","0,13","2,29"
Action,"0,00","0,00","2,29","0,00","2,29"
Action,"1,02","0,90","0,00","0,36","2,29"
Racing,"1,38","0,80","0,00","0,10","2,28"
Sports,"0,30","1,27","0,46","0,26","2,28"
Platform,"0,51","0,12","1,63","0,02","2,28"
Sports,"0,38","0,07","0,01","1,82","2,28"
Action,"1,07","0,99","0,00","0,22","2,28"
Simulation,"1,27","0,81","0,00","0,20","2,28"
Role-Playing,"0,94","0,53","0,62","0,18","2,28"
Racing,"0,07","2,00","0,02","0,18","2,28"
Action,"1,08","0,73","0,15","0,31","2,27"
Platform,"1,22","0,10","0,91","0,04","2,27"
Platform,"0,90","0,73","0,54","0,09","2,26"
Misc,"1,34","0,60","0,00","0,31","2,26"
Action,"0,60","1,25","0,06","0,35","2,26"
Shooter,"1,28","0,77","0,00","0,20","2,25"
Adventure,"0,62","0,44","1,06","0,13","2,25"
Sports,"1,52","0,46","0,20","0,08","2,25"
Role-Playing,"1,48","0,25","0,46","0,06","2,25"
Sports,"1,93","0,15","0,00","0,17","2,25"
Action,"1,23","0,63","0,04","0,35","2,25"
Misc,"1,40","0,53","0,02","0,30","2,24"
Platform,"1,19","0,71","0,22","0,13","2,24"
Misc,"1,05","0,91","0,04","0,24","2,24"
Misc,"1,52","0,54","0,00","0,18","2,24"
Shooter,"1,17","0,84","0,00","0,23","2,24"
Platform,"1,25","0,62","0,18","0,18","2,24"
Action,"1,48","0,55","0,00","0,21","2,23"
Platform,"1,29","0,83","0,00","0,11","2,23"
Fighting,"0,51","0,50","0,91","0,31","2,23"
Sports,"1,98","0,06","0,00","0,19","2,23"
Action,"1,74","0,25","0,21","0,03","2,23"
Simulation,"1,09","0,85","0,00","0,28","2,23"
Shooter,"1,05","0,72","0,10","0,35","2,23"
Action,"0,88","1,03","0,00","0,31","2,22"
Role-Playing,"0,65","0,40","1,05","0,11","2,22"
Action,"1,24","0,79","0,00","0,19","2,22"
Adventure,"1,00","0,63","0,45","0,13","2,22"
Action,"1,32","0,56","0,14","0,20","2,22"
Shooter,"0,55","1,19","0,14","0,33","2,21"
Action,"1,01","0,85","0,00","0,35","2,21"
Action,"1,06","0,82","0,05","0,28","2,21"
Action,"2,06","0,12","0,00","0,02","2,20"
Misc,"2,01","0,02","0,00","0,17","2,20"
Racing,"1,21","0,79","0,01","0,19","2,20"
Misc,"1,78","0,24","0,00","0,18","2,20"
Sports,"0,15","0,00","2,05","0,00","2,20"
Platform,"1,11","0,51","0,34","0,23","2,20"
Racing,"1,03","0,96","0,00","0,21","2,20"
Action,"1,40","0,59","0,00","0,20","2,20"
Shooter,"1,45","0,54","0,02","0,19","2,20"
Puzzle,"1,06","0,90","0,00","0,23","2,20"
Role-Playing,"1,68","0,44","0,00","0,08","2,19"
Misc,"0,87","0,17","1,10","0,05","2,19"
Platform,"1,04","0,72","0,30","0,13","2,19"
Sports,"1,54","0,25","0,00","0,40","2,19"
Action,"0,34","0,96","0,55","0,33","2,19"
Action,"1,17","0,77","0,02","0,22","2,18"
Role-Playing,"0,00","0,00","2,17","0,01","2,18"
Racing,"1,92","0,20","0,00","0,06","2,18"
Sports,"0,60","1,42","0,00","0,16","2,18"
Role-Playing,"1,48","0,17","0,47","0,06","2,17"
Simulation,"1,60","0,46","0,08","0,03","2,17"
Sports,"0,48","0,11","1,56","0,02","2,17"
Shooter,"1,29","0,68","0,00","0,20","2,16"
Role-Playing,"1,28","0,67","0,01","0,21","2,16"
Simulation,"1,23","0,83","0,00","0,10","2,16"
Puzzle,"1,67","0,30","0,02","0,18","2,16"
Platform,"1,26","0,67","0,02","0,21","2,16"
Shooter,"1,50","0,55","0,02","0,08","2,15"
Role-Playing,"1,28","0,03","0,73","0,12","2,15"
Sports,"0,14","0,03","1,98","0,00","2,15"
Platform,"1,21","0,75","0,00","0,19","2,15"
Shooter,"0,81","0,85","0,15","0,33","2,14"
Action,"0,59","1,05","0,07","0,44","2,14"
Simulation,"1,20","0,84","0,00","0,10","2,14"
Racing,"1,47","0,38","0,19","0,10","2,14"
Role-Playing,"0,66","0,00","1,45","0,03","2,14"
Misc,"0,01","0,00","2,13","0,00","2,14"
Shooter,"1,99","0,12","0,00","0,02","2,13"
Shooter,"0,52","1,02","0,00","0,59","2,13"
Simulation,"1,04","0,81","0,00","0,27","2,13"
Role-Playing,"0,82","0,37","0,89","0,05","2,13"
Sports,"1,49","0,46","0,00","0,18","2,12"
Racing,"1,37","0,61","0,05","0,09","2,12"
Sports,"0,83","0,33","0,92","0,04","2,12"
Sports,"1,62","0,26","0,05","0,18","2,11"
Sports,"1,68","0,40","0,00","0,03","2,11"
Racing,"1,68","0,31","0,02","0,09","2,11"
Sports,"0,11","1,33","0,40","0,26","2,11"
Action,"0,63","0,21","1,13","0,13","2,11"
Sports,"1,44","0,31","0,04","0,32","2,11"
Role-Playing,"0,94","0,07","1,05","0,04","2,10"
Puzzle,"0,63","0,05","1,35","0,08","2,10"
Action,"1,54","0,44","0,04","0,07","2,10"
Platform,"1,17","0,72","0,00","0,22","2,10"
Shooter,"0,71","0,94","0,14","0,32","2,10"
Fighting,"1,63","0,31","0,00","0,16","2,10"
Shooter,"1,20","0,60","0,00","0,29","2,09"
Action,"0,99","0,63","0,29","0,19","2,09"
Sports,"0,00","0,00","1,96","0,14","2,09"
Action,"1,84","0,12","0,01","0,13","2,09"
Action,"1,26","0,60","0,05","0,18","2,09"
Action,"0,96","0,67","0,12","0,34","2,09"
Role-Playing,"0,25","0,45","1,33","0,05","2,09"
Action,"1,16","0,64","0,08","0,20","2,08"
Role-Playing,"1,77","0,32","0,00","0,00","2,08"
Puzzle,"1,11","0,71","0,00","0,27","2,08"
Role-Playing,"0,89","0,04","1,07","0,09","2,08"
Strategy,"2,04","0,04","0,00","0,00","2,08"
Misc,"0,97","0,33","0,73","0,06","2,08"
Misc,"1,33","0,56","0,00","0,20","2,08"
Strategy,"0,89","1,08","0,00","0,11","2,08"
Role-Playing,"0,89","0,58","0,46","0,14","2,08"
Shooter,"1,41","0,49","0,01","0,17","2,08"
Sports,"0,88","0,44","0,63","0,12","2,08"
Racing,"1,77","0,12","0,02","0,17","2,07"
Shooter,"1,54","0,46","0,00","0,08","2,07"
Simulation,"0,92","0,93","0,00","0,22","2,07"
Simulation,"1,35","0,52","0,00","0,19","2,07"
Racing,"0,36","1,38","0,02","0,31","2,07"
Strategy,"1,64","0,36","0,00","0,07","2,07"
Fighting,"1,48","0,39","0,00","0,19","2,06"
Action,"0,46","0,41","0,96","0,24","2,06"
Platform,"1,42","0,09","0,45","0,10","2,06"
Misc,"1,94","0,00","0,00","0,12","2,06"
Role-Playing,"0,71","0,52","0,74","0,08","2,06"
Action,"1,15","0,77","0,04","0,10","2,06"
Racing,"0,68","0,46","0,79","0,13","2,06"
Role-Playing,"0,63","0,41","0,75","0,26","2,06"
Action,"1,20","0,62","0,04","0,19","2,06"
Fighting,"1,06","0,62","0,13","0,25","2,06"
Racing,"1,04","0,79","0,01","0,21","2,05"
Misc,"1,47","0,48","0,05","0,06","2,05"
Action,"0,60","0,96","0,13","0,36","2,05"
Sports,"1,77","0,06","0,00","0,22","2,05"
Racing,"0,63","1,00","0,05","0,38","2,05"
Action,"0,89","0,94","0,02","0,21","2,05"
Sports,"1,75","0,25","0,00","0,05","2,05"
Shooter,"1,74","0,02","0,00","0,28","2,04"
Action,"0,71","1,02","0,00","0,31","2,04"
Racing,"0,73","0,91","0,04","0,36","2,04"
Platform,"1,20","0,48","0,29","0,07","2,04"
Misc,"1,45","0,41","0,01","0,16","2,04"
Racing,"0,48","1,28","0,02","0,25","2,04"
Sports,"1,25","0,61","0,13","0,05","2,03"
Misc,"1,21","0,63","0,00","0,19","2,03"
Sports,"1,57","0,18","0,00","0,27","2,03"
Shooter,"1,82","0,04","0,01","0,16","2,03"
Misc,"0,72","1,08","0,00","0,23","2,03"
Role-Playing,"1,15","0,04","0,83","0,00","2,02"
Role-Playing,"0,75","0,51","0,54","0,22","2,02"
Misc,"1,47","0,39","0,00","0,16","2,02"
Shooter,"1,25","0,58","0,00","0,19","2,02"
Role-Playing,"0,90","0,45","0,54","0,13","2,01"
Action,"0,58","1,04","0,03","0,36","2,01"
Misc,"0,99","0,85","0,00","0,17","2,01"
Role-Playing,"0,73","0,88","0,08","0,32","2,01"
Fighting,"0,52","0,16","1,29","0,03","2,00"
Action,"1,05","0,66","0,00","0,29","2,00"
Fighting,"1,48","0,28","0,00","0,23","2,00"
Puzzle,"0,48","1,27","0,00","0,24","2,00"
Action,"0,95","0,64","0,27","0,13","1,99"
Sports,"0,75","0,30","0,90","0,04","1,99"
Action,"1,21","0,64","0,05","0,09","1,99"
Role-Playing,"1,06","0,26","0,53","0,13","1,98"
Sports,"0,79","0,88","0,00","0,32","1,98"
Simulation,"0,93","0,27","0,75","0,04","1,98"
Action,"0,75","1,09","0,02","0,12","1,98"
Racing,"0,73","0,92","0,03","0,30","1,98"
Platform,"0,74","0,95","0,00","0,28","1,97"
Action,"0,71","0,58","0,51","0,17","1,97"
Action,"1,84","0,11","0,00","0,02","1,97"
Sports,"0,50","0,50","0,63","0,33","1,96"
Misc,"0,18","0,64","0,90","0,24","1,96"
Sports,"0,18","0,23","1,53","0,02","1,96"
Racing,"1,13","0,37","0,41","0,05","1,96"
Racing,"0,82","0,93","0,04","0,18","1,96"
Shooter,"1,09","0,65","0,02","0,20","1,95"
Racing,"0,74","1,01","0,00","0,20","1,95"
Shooter,"1,12","0,60","0,07","0,16","1,95"
Action,"1,26","0,61","0,00","0,09","1,95"
Shooter,"1,09","0,77","0,00","0,09","1,95"
Sports,"1,69","0,20","0,00","0,06","1,95"
Fighting,"0,95","0,74","0,00","0,25","1,94"
Platform,"0,78","0,02","1,05","0,08","1,94"
Racing,"1,01","0,62","0,02","0,29","1,94"
Misc,"1,94","0,00","0,00","0,00","1,94"
Puzzle,"0,96","0,38","0,55","0,05","1,94"
Adventure,"0,59","1,23","0,00","0,13","1,94"
Simulation,"0,73","0,89","0,02","0,30","1,94"
Sports,"0,49","1,26","0,01","0,18","1,94"
Fighting,"1,09","0,15","0,65","0,04","1,94"
Shooter,"1,17","0,58","0,00","0,18","1,94"
Racing,"1,41","0,42","0,03","0,07","1,94"
Shooter,"1,42","0,40","0,00","0,12","1,94"
Shooter,"1,22","0,54","0,02","0,16","1,93"
Role-Playing,"1,00","0,72","0,00","0,21","1,93"
Fighting,"1,48","0,39","0,00","0,06","1,93"
Fighting,"0,34","0,26","1,30","0,03","1,93"
Fighting,"1,53","0,23","0,00","0,16","1,93"
Shooter,"0,78","0,79","0,04","0,31","1,93"
Puzzle,"1,06","0,60","0,20","0,07","1,93"
Action,"0,92","0,53","0,41","0,06","1,92"
Shooter,"1,31","0,43","0,00","0,18","1,92"
Shooter,"0,76","0,96","0,00","0,20","1,92"
Simulation,"1,03","0,80","0,00","0,09","1,92"
Misc,"0,62","0,64","0,55","0,11","1,92"
Racing,"0,94","0,73","0,00","0,25","1,92"
Misc,"0,26","0,16","1,46","0,03","1,92"
Misc,"1,10","0,55","0,00","0,27","1,92"
Racing,"0,73","0,96","0,01","0,22","1,91"
Misc,"0,72","0,16","1,01","0,02","1,91"
Role-Playing,"0,72","0,75","0,15","0,29","1,91"
Platform,"0,66","0,93","0,01","0,31","1,91"
Simulation,"1,03","0,75","0,03","0,09","1,90"
Action,"0,86","0,84","0,01","0,17","1,89"
Sports,"1,48","0,00","0,29","0,12","1,89"
Platform,"0,74","0,62","0,41","0,13","1,89"
Misc,"0,86","0,83","0,00","0,20","1,89"
Sports,"1,56","0,14","0,00","0,18","1,88"
Action,"1,15","0,56","0,00","0,17","1,88"
Misc,"1,28","0,43","0,00","0,17","1,88"
Role-Playing,"1,37","0,44","0,00","0,08","1,88"
Fighting,"0,92","0,72","0,00","0,24","1,88"
Sports,"0,25","0,12","1,48","0,03","1,88"
Shooter,"0,89","0,69","0,09","0,21","1,88"
Sports,"1,25","0,27","0,02","0,34","1,88"
Misc,"1,04","0,66","0,00","0,18","1,88"
Fighting,"1,42","0,36","0,03","0,07","1,88"
Misc,"0,47","0,08","0,00","1,33","1,87"
Adventure,"0,96","0,53","0,30","0,09","1,87"
Sports,"0,22","1,47","0,04","0,14","1,87"
Sports,"1,60","0,03","0,00","0,24","1,87"
Action,"0,53","0,16","1,07","0,10","1,87"
Adventure,"0,87","0,52","0,41","0,06","1,86"
Platform,"1,05","0,53","0,03","0,26","1,86"
Sports,"1,75","0,03","0,00","0,08","1,86"
Platform,"1,12","0,69","0,03","0,02","1,86"
Platform,"1,37","0,41","0,04","0,04","1,86"
Role-Playing,"0,94","0,44","0,39","0,10","1,86"
Misc,"0,00","1,37","0,00","0,49","1,86"
Action,"1,11","0,56","0,00","0,18","1,86"
Sports,"0,91","0,71","0,00","0,24","1,86"
Action,"0,47","1,03","0,07","0,28","1,86"
Role-Playing,"0,62","0,42","0,69","0,12","1,86"
Platform,"1,33","0,49","0,00","0,03","1,85"
Role-Playing,"1,26","0,18","0,35","0,06","1,85"
Action,"0,80","0,19","0,83","0,03","1,85"
Shooter,"0,59","0,89","0,06","0,30","1,85"
Racing,"0,00","1,10","0,42","0,33","1,84"
Action,"0,77","0,76","0,01","0,29","1,84"
Action,"1,32","0,37","0,00","0,15","1,84"
Sports,"1,53","0,05","0,00","0,25","1,84"
Simulation,"0,83","0,06","0,93","0,00","1,83"
Misc,"0,82","0,82","0,00","0,20","1,83"
Misc,"1,31","0,49","0,00","0,03","1,83"
Racing,"1,33","0,40","0,03","0,07","1,83"
Platform,"0,61","0,34","0,79","0,09","1,83"
Role-Playing,"0,25","0,07","1,49","0,02","1,83"
Action,"0,84","0,70","0,13","0,16","1,83"
Platform,"0,92","0,73","0,00","0,17","1,83"
Simulation,"0,92","0,33","0,52","0,05","1,83"
Role-Playing,"0,51","0,98","0,06","0,28","1,82"
Action,"1,05","0,47","0,08","0,22","1,82"
Role-Playing,"0,84","0,76","0,00","0,22","1,82"
Platform,"1,24","0,43","0,03","0,12","1,82"
Misc,"1,73","0,07","0,00","0,02","1,82"
Simulation,"1,81","0,00","0,00","0,00","1,82"
Role-Playing,"0,97","0,33","0,35","0,17","1,82"
Shooter,"1,09","0,53","0,02","0,17","1,82"
Simulation,"1,05","0,59","0,00","0,18","1,81"
Racing,"1,10","0,51","0,12","0,08","1,81"
Fighting,"0,78","0,44","0,56","0,04","1,81"
Action,"0,42","1,08","0,03","0,28","1,81"
Platform,"0,88","0,69","0,00","0,23","1,81"
Misc,"1,00","0,03","0,00","0,77","1,80"
Platform,"0,93","0,59","0,21","0,07","1,80"
Sports,"1,66","0,00","0,01","0,13","1,80"
Sports,"1,00","0,68","0,00","0,12","1,80"
Action,"1,41","0,20","0,03","0,16","1,80"
Racing,"0,73","0,90","0,03","0,14","1,80"
Action,"0,55","0,86","0,11","0,27","1,79"
Shooter,"0,89","0,74","0,07","0,09","1,79"
Action,"0,92","0,60","0,14","0,14","1,79"
Platform,"1,26","0,39","0,08","0,06","1,79"
Puzzle,"0,32","0,97","0,36","0,13","1,79"
Racing,"1,25","0,29","0,00","0,24","1,78"
Action,"1,12","0,58","0,00","0,08","1,78"
Action,"0,39","1,01","0,02","0,36","1,78"
Action,"0,85","0,76","0,00","0,16","1,77"
Role-Playing,"0,24","0,09","1,33","0,12","1,77"
Platform,"0,63","0,06","1,03","0,04","1,77"
Fighting,"1,19","0,29","0,24","0,06","1,77"
Role-Playing,"0,23","0,02","1,49","0,02","1,76"
Action,"1,01","0,60","0,00","0,15","1,76"
Misc,"1,15","0,45","0,00","0,16","1,76"
Adventure,"0,85","0,31","0,56","0,04","1,76"
Fighting,"1,27","0,42","0,00","0,07","1,76"
Fighting,"1,07","0,44","0,01","0,24","1,76"
Platform,"1,06","0,54","0,00","0,16","1,76"
Role-Playing,"0,93","0,38","0,40","0,06","1,76"
Platform,"1,02","0,47","0,20","0,07","1,76"
Platform,"0,53","0,12","1,09","0,02","1,76"
Fighting,"0,86","0,67","0,00","0,22","1,76"
Shooter,"1,23","0,46","0,00","0,07","1,76"
Action,"0,86","0,67","0,00","0,22","1,76"
Action,"1,26","0,47","0,00","0,03","1,76"
Simulation,"0,52","0,95","0,00","0,29","1,76"
Simulation,"0,61","0,87","0,02","0,26","1,76"
Sports,"1,68","0,04","0,00","0,04","1,75"
Shooter,"1,24","0,45","0,00","0,07","1,75"
Sports,"0,06","0,90","0,53","0,27","1,75"
Sports,"1,25","0,17","0,00","0,32","1,75"
Action,"0,45","0,92","0,06","0,32","1,75"
Platform,"0,94","0,34","0,21","0,27","1,75"
Platform,"0,79","0,14","0,80","0,02","1,75"
Puzzle,"0,70","0,13","0,91","0,01","1,75"
Role-Playing,"0,67","0,79","0,00","0,29","1,75"
Sports,"0,35","1,06","0,02","0,31","1,75"
Shooter,"1,00","0,53","0,03","0,18","1,75"
Misc,"0,30","0,56","0,84","0,05","1,75"
